,Country,EntryID,Document,Element,ElementLabel,ElementText,HazardType,SystemType,Sector,SectorType,ResultType,IndicatorType_theme,IndicatorType_information,IndicatorType_function,SectorType_GGA,Who,Region,UNFCCC Classification,Year of Submission,Document Language,"Support 
received","If yes, from which organization?",Gender and Social Inclusion,"If yes, Provide details related to GESI (including consideration of IK/LK, consideration of uniquely vulnerable social groups)",Coded by:,General notes
24,Algeria,5001,BTR,Result,Evaluation,Rainwater collection techniques evaluated and the most appropriate chosen,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
25,Algeria,5017,BTR,Indicator,Evaluation,Evolution of the surface area of regenerated alfa,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
26,Algeria,4911,BTR,Hazard,Observed climate,"An average increase of +0.63°C in the North compared to the annual norm. The years 2020 to 2023 stand out clearly from the lot of the said decade, with a record increase of +1.25°C recorded in 2022, followed by the years 2021, 2023 and 2020",,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
27,Algeria,5004,BTR,Result,Evaluation,Estimation of the quantity of fodder and the production of oils envisaged for 2023 compared to that of the end of 2017,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
28,Algeria,5005,BTR,Adaptation priorities,Evaluation,"Selection and genetic improvement or nutritional qualities, a tolerance to abiotic stresses (water deficit/drying), market gardening and arboriculture",,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
29,Algeria,5006,BTR,Result,Evaluation,"Registration in the varietal catalogue, especially for cereals. They must cover the areas and production of each species envisaged by 2022 compared to that of the end of 2017.",,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
30,Algeria,5007,BTR,Adaptation priorities,Evaluation,Develop sowing techniques in marginal areas and areas that are fragile and sensitive to erosion,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
31,Algeria,5008,BTR,Indicator,Evaluation,Number of hectares in direct seeding by 20202 and 2023,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
32,Algeria,5009,BTR,Adaptation priorities,Evaluation,Preservation of Bouhmama apple orchards against advanced drought and urgent measures to ensure their sustainable irrigation,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
33,Algeria,5010,BTR,Indicator,Evaluation,Number of irrigation devices installed,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
34,Algeria,4930,BTR,Climate impact,Impacts and vulnerabilities,"Forest fires are classified as a major risk and remain the main cause of the degradation of the national forest heritage, with rates of 2,800 fires recorded on average over the last ten years affecting an average area covered by fire of more than 40,000 ha.",,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
35,Algeria,4931,BTR,Hazard,Impacts and vulnerabilities,"The effects of climate change are manifested by shorter rainy seasons, intense heat waves, an increase in flooding, a drastic reduction in water supply to watersheds, significant drawdowns in several water tables, the disappearance of artesian wells in several aquifers and the rise in salinity and pollution levels of marine and continental waters",Extreme temperature;Flood;Change in precipitation;Salinization,,Water resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
36,Algeria,4932,BTR,System at risk,Impacts and vulnerabilities,"The effects of climate change are manifested by shorter rainy seasons, intense heat waves, an increase in flooding, a drastic reduction in water supply to watersheds, significant drawdowns in several water tables, the disappearance of artesian wells in several aquifers and the rise in salinity and pollution levels of marine and continental waters",,Freshwater;Coastal;Health;Infrastructure and services,Water resources,"Cities, settlements, key infrastructure",NA,NA,NA,NA,Infrastructure and human settlements,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
37,Algeria,4933,BTR,Climate impact,Impacts and vulnerabilities,"The effects of climate change are manifested by shorter rainy seasons, intense heat waves, an increase in flooding, a drastic reduction in water supply to watersheds, significant drawdowns in several water tables, the disappearance of artesian wells in several aquifers and the rise in salinity and pollution levels of marine and continental waters",,,Water resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
38,Algeria,5002,BTR,Adaptation priorities,Evaluation,"Introduction of new adapted species and their promotion, such as opuntia",,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
39,Algeria,5003,BTR,Indicator,Evaluation,Surfaces and production of new species,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
40,Algeria,4936,BTR,System at risk,Impacts and vulnerabilities,"Since 2016, there has been a recurring cycle of drought, with a decline in rainfall, especially in the western region. The deficit is increasing and may become irreversible.",,,Water resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
41,Algeria,4937,BTR,System at risk,Impacts and vulnerabilities,"The evolution of the water reserves of dams over the past two decades unequivocally confirms the alternation between dry and wet periods. These cycles, which were previously balanced and of equivalent duration, have experienced a disruption that is taking hold and tends to increase the persistence of drought, especially in the western regions of the country.",,Freshwater,Water resources,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
42,Algeria,4938,BTR,Climate impact,Impacts and vulnerabilities,"The evolution of the water reserves of dams over the past two decades unequivocally confirms the alternation between dry and wet periods. These cycles, which were previously balanced and of equivalent duration, have experienced a disruption that is taking hold and tends to increase the persistence of drought, especially in the western regions of the country.",,,Water resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
43,Algeria,4939,BTR,System at risk,Impacts and vulnerabilities,"The regulated volumes, for which the dams were designed, are no longer guaranteed and the water supplies, during flood periods, are below previous annual supplies.",,Freshwater,Water resources,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
44,Algeria,4940,BTR,System at risk,Impacts and vulnerabilities,"The phenomenon of exceptional floods, outside the rainy season, is increasingly frequent in certain watersheds, with real risks to the safety of property and people downstream, as well as to the integrity of mobilization structures. In addition, they often occur with unusual intensity, causing soil erosion.",,Terrestrial,Water resources,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
45,Algeria,5023,BTR,Indicator,Evaluation,Development of chronological maps,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
46,Algeria,5024,BTR,Indicator,Evaluation,Assessment of pastoral value,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
47,Algeria,5025,BTR,Indicator,Evaluation,Soil characterization,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
48,Algeria,5026,BTR,Indicator,Evaluation,Assessment of climatic parameters,,,Agriculture,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
49,Algeria,5027,BTR,Action,Evaluation,Fight against sand encroachment and provide exposed areas with specific means to deal with it,,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
50,Algeria,5028,BTR,Indicator,Evaluation,Area of dune fixation: 743 ha,,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
51,Algeria,4934,BTR,Hazard,Impacts and vulnerabilities,"Droughts have had a proven impact on the surface water potential of the North of the country with a downward trend: 6.5 billion m3 /year at the end of the 1970s, 5 billion m3 /year in the 1980s and 4 billion m3 / year in the 2000s",Drought,,Water resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
52,Algeria,4935,BTR,System at risk,Impacts and vulnerabilities,"Droughts have had a proven impact on the surface water potential of the North of the country with a downward trend: 6.5 billion m3 /year at the end of the 1970s, 5 billion m3 /year in the 1980s and 4 billion m3 / year in the 2000s",,,Water resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
53,Algeria,5030,BTR,Action,Evaluation,Rehabilitation of courses by putting them under defense,,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
54,Algeria,5031,BTR,Result,Evaluation,850 ha of protected rangeland area at a cost of 129 million dinars,,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
55,Algeria,5032,BTR,Adaptation priorities,Evaluation,Resilience of Algerian wetlands to CC,,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
56,Algeria,5033,BTR,Indicator,Evaluation,Number of wetlands classified as being of national importance and international,,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
57,Algeria,5034,BTR,Indicator,Evaluation,Number of management plans developed and implemented at the ZH level,,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
58,Algeria,5035,BTR,Result,Evaluation,"10 Management Plans and 50 wetlands, the action plan of the National Strategy for Ecosystemic Management of Wetlands, included 18 objectives and 79 activities for an implementation period of (2016-2030), and the mid-term evaluation was carried out",,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
59,Algeria,5036,BTR,Adaptation priorities,Evaluation,Strengthening 2024) the resilience of protected areas to CC.,,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
60,Algeria,5037,BTR,Indicator,Evaluation,Number of protected areas created: 10,,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
61,Algeria,4917,BTR,Hazard,Precipitation projections,"By 2081-2100, projections indicate a relative decrease in precipitation, particularly during summer.",Change in precipitation,,NA,,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
62,Algeria,4918,BTR,System at risk,Impacts and vulnerabilities,"The increase in the frequency and intensity of RMC due to the occurrence and spread of diseases and epidemics that affect women more, as care often falls to them. In addition, this increases their workload and results in an increased contribution from girls whose schooling risks being compromised.",,Gender and inclusion;Health;Infrastructure and services,Gender,"Cities, settlements, key infrastructure",NA,NA,NA,NA,Infrastructure and human settlements,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
63,Algeria,4919,BTR,System at risk,Impacts and vulnerabilities,"The scarcity of food has a direct impact on food security and affects women more, who deprive themselves of food for the benefit of their family, resulting in deficiencies during pregnancy and breastfeeding. ment.",,Food and nutrition;Gender and inclusion,Gender,Crosscutting,NA,NA,NA,NA,,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
64,Algeria,4920,BTR,Climate impact,Impacts and vulnerabilities,"Drought affects agriculture, which suffers 82% of its impact compared to 18% for all other sectors",,,Agriculture and livestock,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
65,Algeria,4921,BTR,Climate impact,Impacts and vulnerabilities,"Losses in plant and animal production in developing countries were 6.9 trillion kilocalories per year (annual intake of 7,106 adults or 559 calories/day in Africa).",,,Agriculture and livestock,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
66,Algeria,4922,BTR,Climate impact,Impacts and vulnerabilities,Pests and diseases of crops and livestock are a stress factor and cause 9% of losses in plant and animal production.,,,Agriculture and livestock,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
67,Algeria,4923,BTR,System at risk,Impacts and vulnerabilities,"The adaptation of pathogens to climate change represents a major challenge in terms of management, productivity and sustainability of crops and livestock.",,Crop;Livestock,Animal and plant health,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
68,Algeria,4924,BTR,System at risk,Impacts and vulnerabilities,"Warming is expected to lead to an expansion of the geographical area, an increase in winter survival, an increase in the number of generations, and finally an increase in the risk of transboundary diseases such as rust in cereals or the movement of insects and/or other disease vectors.",,Health,Animal and plant health,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
69,Algeria,4925,BTR,Climate impact,Impacts and vulnerabilities,"Warming is expected to lead to an expansion of the geographical area, an increase in winter survival, an increase in the number of generations, and finally an increase in the risk of transboundary diseases such as rust in cereals or the movement of insects and/or other disease vectors.",,,Animal and plant health,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
70,Algeria,4926,BTR,System at risk,Impacts and vulnerabilities,The locust plague is among the risks of natural disasters and is strongly impacted by climatic factors and winds.,,,Animal and plant health,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
71,Algeria,4927,BTR,Climate impact,Impacts and vulnerabilities,"Desert locusts are likely to infest arid areas that receive sudden and extreme rainfall and the number of insects in an outbreak is influenced by meteorological factors. Indeed, these epidemics will be more difficult to prevent and control due to global warming and more frequent extreme weather events due to climate change and could make locust invasions more unpredictable",,,Animal and plant health,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
72,Algeria,4928,BTR,Hazard,Impacts and vulnerabilities,"Forest fires are classified as a major risk and remain the main cause of the degradation of the national forest heritage, with rates of 2,800 fires recorded on average over the last ten years affecting an average area covered by fire of more than 40,000 ha.",Wildfire,,Forestry,"Terrestrial, freshwater ecosystems",NA,NA,NA,NA,Biodiversity and ecosystems,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
73,Algeria,4929,BTR,System at risk,Impacts and vulnerabilities,"Forest fires are classified as a major risk and remain the main cause of the degradation of the national forest heritage, with rates of 2,800 fires recorded on average over the last ten years affecting an average area covered by fire of more than 40,000 ha.",,Forest,Forestry,"Food, fiber, other ecosystem products",NA,NA,NA,NA,Food and agriculture,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
74,Algeria,5050,BTR,Action,Evaluation,Optimization and rehabilitation of irrigation systems,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
75,Algeria,5051,BTR,Indicator,Evaluation,Improvement of the net and hydraulic efficiency of the upstream and downstream system,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
76,Algeria,5052,BTR,Indicator,Evaluation,Improvement of the linear leakage index,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
77,Algeria,5053,BTR,Result,Evaluation,Estimated irrigation water savings and irrigated area by 2020 compared to 2017,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
78,Algeria,5054,BTR,Adaptation priorities,Evaluation,Valorization of unconventional waters in arid zones,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
79,Algeria,5055,BTR,Indicator,Evaluation,Number of sites identified for the reuse of treated wastewater • Volumes of treated wastewater to be reused,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
80,Algeria,5056,BTR,Indicator,Evaluation,Areas irrigable from treated wastewater,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
81,Algeria,5057,BTR,Result,Evaluation,Control and use of treated wastewater for irrigation in 2023 compared to 2017.:,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
82,Algeria,5058,BTR,Adaptation priorities,Evaluation,"Reuse of water from demineralized drainage in
agriculture: Valley Oued Righ (southern Algeria)
",,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
83,Algeria,5059,BTR,Indicator,Evaluation,Pumping energy rate before and after reuse of drainage wate,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
84,Algeria,5060,BTR,Indicator,Evaluation,Design of a development plan by demineralization and recycling of drainage water,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
85,Algeria,5061,BTR,Result,Evaluation,An analysis of socio-economic and environmental impacts Control and use of drainage water in the South,,,Water,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
86,Algeria,4941,BTR,Climate impact,Impacts and vulnerabilities,"The phenomenon of exceptional floods, outside the rainy season, is increasingly frequent in certain watersheds, with real risks to the safety of property and people downstream, as well as to the integrity of mobilization structures. In addition, they often occur with unusual intensity, causing soil erosion.",,,Water resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
87,Algeria,4942,BTR,Climate impact,Impacts and vulnerabilities,"Floods are one of the most frequent natural disasters in Algeria, which have spared no region of the country and caused considerable loss of life and property, particularly over the last 25 years. The consequences of these extreme events occurring following torrential and exceptional rains as well as localized autumn and summer storms high intensity, are aggravated by uncontrolled urbanization, the failure of sanitation and rainwater collection networks and their
preventive maintenance, and the obstruction of wadi beds by various rubble and detritus.
",,,Water resources,"Water, sanitation, hygiene",NA,NA,NA,NA,Water and sanitation,NA,Africa,Non-Annex I,2024,French,No,NA,NA,NA,Winfred,NA
